GID	SYMBOL	GENENAME
aug_v2a.23575	aug_v2a.23575	Integrin alpha 1
aug_v2a.15166	aug_v2a.15166	Integrin beta
aug_v2a.12671	aug_v2a.12671	Uncharacterized protein
aug_v2a.03136	aug_v2a.03136	Uncharacterized protein
aug_v2a.21639	aug_v2a.21639	Uncharacterized protein
aug_v2a.08076	aug_v2a.08076	C-type lectin
aug_v2a.19931	aug_v2a.19931	Integrin alpha 1
aug_v2a.00236	aug_v2a.00236	Fibroblast growth factor receptor
aug_v2a.09694	aug_v2a.09694	Integrin beta
aug_v2a.08077	aug_v2a.08077	C-type lectin
aug_v2a.17339	aug_v2a.17339	Uncharacterized protein
aug_v2a.14802	aug_v2a.14802	Integrin alpha 1
aug_v2a.23260	aug_v2a.23260	Uncharacterized protein
aug_v2a.23763	aug_v2a.23763	Uncharacterized protein
aug_v2a.12154	aug_v2a.12154	Histone H1.1
aug_v2a.07187	aug_v2a.07187	Allograft inflammatory factor
aug_v2a.02661	aug_v2a.02661	Angiotensin-converting enzyme
aug_v2a.11048	aug_v2a.11048	Putative 11beta-hydroxysteroid dehydrogenase type 1 (Fragment)
aug_v2a.13988	aug_v2a.13988	Uncharacterized protein
aug_v2a.15064	aug_v2a.15064	Cysteine-rich protein
aug_v2a.06210	aug_v2a.06210	Uncharacterized protein
aug_v2a.21580	aug_v2a.21580	MAM and LDL-receptor domain-containing protein (Fragment)
aug_v2a.21581	aug_v2a.21581	MAM and LDL-receptor domain-containing protein (Fragment)
aug_v2a.22858	aug_v2a.22858	Uncharacterized protein
aug_v2a.18599	aug_v2a.18599	Uncharacterized protein
aug_v2a.21515	aug_v2a.21515	Uncharacterized protein
aug_v2a.15091	aug_v2a.15091	Uncharacterized protein
aug_v2a.22491	aug_v2a.22491	Uncharacterized protein
aug_v2a.03622	aug_v2a.03622	Uncharacterized protein
aug_v2a.10701	aug_v2a.10701	Uncharacterized protein
aug_v2a.11139	aug_v2a.11139	Short-chain dehydrogenase/reductase family 42E member 1
aug_v2a.10282	aug_v2a.10282	Acropsin 3
aug_v2a.16742	aug_v2a.16742	Multicopper oxidase
aug_v2a.24015	aug_v2a.24015	Multicopper oxidase
aug_v2a.00074	aug_v2a.00074	Multicopper oxidase
aug_v2a.13955	aug_v2a.13955	Uncharacterized protein
aug_v2a.16428	aug_v2a.16428	Notch-like protein
aug_v2a.21255	aug_v2a.21255	"Solute carrier family 25 (Carnitine/acylcarnitine translocase), member 20"
aug_v2a.16354	aug_v2a.16354	Uncharacterized protein
aug_v2a.20981	aug_v2a.20981	Cadherin
aug_v2a.17900	aug_v2a.17900	Cadherin
aug_v2a.20707	aug_v2a.20707	Cadherin
aug_v2a.19518	aug_v2a.19518	Cadherin
aug_v2a.00421	aug_v2a.00421	Cadherin
aug_v2a.03758	aug_v2a.03758	Uncharacterized protein
aug_v2a.15674	aug_v2a.15674	Uncharacterized protein
aug_v2a.06591	aug_v2a.06591	Uncharacterized protein
aug_v2a.10817	aug_v2a.10817	Bax-like protein
aug_v2a.04902	aug_v2a.04902	Integrin beta
aug_v2a.20550	aug_v2a.20550	Integrin beta
aug_v2a.23737	aug_v2a.23737	Integrin beta
aug_v2a.16161	aug_v2a.16161	Uncharacterized protein
aug_v2a.10821	aug_v2a.10821	Uncharacterized protein
aug_v2a.01440	aug_v2a.01440	Skeletal aspartic acid-rich protein 2
aug_v2a.01441	aug_v2a.01441	Skeletal aspartic acid-rich protein 2
aug_v2a.05945	aug_v2a.05945	TSP-1 and VWA domain-containing protein
aug_v2a.07627	aug_v2a.07627	Zona pellucida domain-containing protein (Fragment)
aug_v2a.14346	aug_v2a.14346	Uncharacterized protein
aug_v2a.19209	aug_v2a.19209	"Info solute carrier family 35, member F2, like"
aug_v2a.15470	aug_v2a.15470	Abhydrolase domain-containing protein 16A (Fragment)
aug_v2a.10206	aug_v2a.10206	Uncharacterized protein
aug_v2a.10802	aug_v2a.10802	Ubiquilin 1 2 (Fragment)
aug_v2a.22328	aug_v2a.22328	Ran GTPase activating protein1
aug_v2a.19494	aug_v2a.19494	"ATP-binding cassette, sub-family C (CFTR/MRP), member 3"
aug_v2a.17766	aug_v2a.17766	Uncharacterized protein
aug_v2a.06573	aug_v2a.06573	Transferrin-like protein
aug_v2a.15151	aug_v2a.15151	Sodium/hydrogen exchanger
aug_v2a.11688	aug_v2a.11688	Putative Unconventional myosin-IXa (Fragment)
aug_v2a.06660	aug_v2a.06660	Nuclear receptor AmNR8 (Fragment)
aug_v2a.10109	aug_v2a.10109	Sodium channel modifier 1
aug_v2a.03137	aug_v2a.03137	Uncharacterized protein
aug_v2a.07341	aug_v2a.07341	Histone deacetylase 12
aug_v2a.01385	aug_v2a.01385	Uncharacterized protein (Fragment)
aug_v2a.14548	aug_v2a.14548	Chloroplast 3-dehydroquinate synthase/O-methyltransferase fusion
aug_v2a.14942	aug_v2a.14942	E3 ubiquitin-protein ligase HACE1
aug_v2a.20799	aug_v2a.20799	Uncharacterized protein
aug_v2a.21259	aug_v2a.21259	Uncharacterized protein
aug_v2a.18752	aug_v2a.18752	Uncharacterized protein
aug_v2a.13723	aug_v2a.13723	"RAP1B, member of RAS oncogene family"
aug_v2a.19472	aug_v2a.19472	Clathrin heavy chain
aug_v2a.03549	aug_v2a.03549	Coatomer subunit beta
aug_v2a.19642	aug_v2a.19642	Uncharacterized protein
aug_v2a.05920	aug_v2a.05920	Uncharacterized protein
aug_v2a.05553	aug_v2a.05553	Clathrin heavy chain
aug_v2a.18668	aug_v2a.18668	Uncharacterized protein
aug_v2a.09127	aug_v2a.09127	Uncharacterized protein
aug_v2a.11602	aug_v2a.11602	Uncharacterized protein
aug_v2a.11601	aug_v2a.11601	Uncharacterized protein
aug_v2a.11600	aug_v2a.11600	Uncharacterized protein
aug_v2a.24742	aug_v2a.24742	Rhamnose-binding lectin
aug_v2a.20323	aug_v2a.20323	C-type lectin
aug_v2a.09840	aug_v2a.09840	C-type lectin
aug_v2a.10868	aug_v2a.10868	Mannose-binding lectin
aug_v2a.07268	aug_v2a.07268	Uncharacterized protein
aug_v2a.15015	aug_v2a.15015	Uncharacterized protein
aug_v2a.04637	aug_v2a.04637	Neogenin/DCC
aug_v2a.16512	aug_v2a.16512	Integrin alpha 1
aug_v2a.23064	aug_v2a.23064	Glycyl tR synthetase
aug_v2a.22653	aug_v2a.22653	Uncharacterized protein
aug_v2a.19781	aug_v2a.19781	Ankyrin
aug_v2a.17963	aug_v2a.17963	Uncharacterized protein
aug_v2a.11224	aug_v2a.11224	Uncharacterized protein
aug_v2a.21434	aug_v2a.21434	GP2 THP-like protein (Fragment)
aug_v2a.07153	aug_v2a.07153	GP2 THP-like protein (Fragment)
aug_v2a.22637	aug_v2a.22637	GP2 THP-like protein (Fragment)
aug_v2a.04318	aug_v2a.04318	Caspase-X
aug_v2a.17832	aug_v2a.17832	Caspase 8
aug_v2a.10962	aug_v2a.10962	Caspase-X
aug_v2a.02850	aug_v2a.02850	Putative translocase of outer mitochondrial membrane complex subunit tom20
aug_v2a.11568	aug_v2a.11568	Uncharacterized protein
aug_v2a.16253	aug_v2a.16253	Alpha c G protein
aug_v2a.08151	aug_v2a.08151	Alpha i G protein
aug_v2a.03935	aug_v2a.03935	"cDNA FLJ54358, highly similar to Homo sapiens related to CPSF subunits 74 kDa (RC74), mRNA"
aug_v2a.01576	aug_v2a.01576	Uncharacterized protein
aug_v2a.14620	aug_v2a.14620	Uncharacterized protein
aug_v2a.23462	aug_v2a.23462	Uncharacterized protein
aug_v2a.12803	aug_v2a.12803	Vasa
aug_v2a.22364	aug_v2a.22364	Uncharacterized protein
aug_v2a.19510	aug_v2a.19510	Uncharacterized protein
aug_v2a.20171	aug_v2a.20171	Peptidylprolyl isomerase
aug_v2a.09062	aug_v2a.09062	Uncharacterized protein (Fragment)
aug_v2a.09061	aug_v2a.09061	Uncharacterized protein (Fragment)
aug_v2a.09495	aug_v2a.09495	DnaJ subfamily C member 13
aug_v2a.04697	aug_v2a.04697	Uncharacterized protein
aug_v2a.20353	aug_v2a.20353	Uncharacterized protein
aug_v2a.07985	aug_v2a.07985	"Protein tyrosine phosphatase, non-receptor type 23, a"
aug_v2a.05918	aug_v2a.05918	PL10
aug_v2a.08149	aug_v2a.08149	Serine/threonine-protein kinase MRCK alpha
aug_v2a.17896	aug_v2a.17896	WD repeat domain 66
aug_v2a.17354	aug_v2a.17354	Uncharacterized protein
aug_v2a.00868	aug_v2a.00868	Uncharacterized protein
aug_v2a.06801	aug_v2a.06801	Uncharacterized protein
aug_v2a.17430	aug_v2a.17430	Ankyrin
aug_v2a.01571	aug_v2a.01571	SoxBb
aug_v2a.07859	aug_v2a.07859	SoxE1
aug_v2a.24568	aug_v2a.24568	Uncharacterized protein
aug_v2a.21187	aug_v2a.21187	Soluble adenylyl cyclase
aug_v2a.06416	aug_v2a.06416	Macrophage mannose receptor 1
aug_v2a.06415	aug_v2a.06415	Uncharacterized protein
aug_v2a.10452	aug_v2a.10452	Uncharacterized protein
aug_v2a.10453	aug_v2a.10453	Uncharacterized protein
aug_v2a.19255	aug_v2a.19255	Uncharacterized protein
aug_v2a.12384	aug_v2a.12384	Uncharacterized protein
aug_v2a.06994	aug_v2a.06994	Uncharacterized protein
aug_v2a.00658	aug_v2a.00658	Uncharacterized protein
aug_v2a.12686	aug_v2a.12686	Uncharacterized protein
aug_v2a.19801	aug_v2a.19801	Uncharacterized protein
aug_v2a.05521	aug_v2a.05521	Uncharacterized protein
aug_v2a.13626	aug_v2a.13626	Uncharacterized protein
aug_v2a.09519	aug_v2a.09519	Uncharacterized protein
aug_v2a.09520	aug_v2a.09520	Uncharacterized protein
aug_v2a.02612	aug_v2a.02612	Uncharacterized protein
aug_v2a.23928	aug_v2a.23928	Uncharacterized protein
aug_v2a.02614	aug_v2a.02614	Uncharacterized protein
aug_v2a.02613	aug_v2a.02613	Uncharacterized protein
aug_v2a.23929	aug_v2a.23929	Uncharacterized protein
aug_v2a.15394	aug_v2a.15394	Uncharacterized protein
aug_v2a.00438	aug_v2a.00438	Uncharacterized protein
aug_v2a.07559	aug_v2a.07559	Malate dehydrogenase
aug_v2a.01482	aug_v2a.01482	Uncharacterized protein
aug_v2a.19154	aug_v2a.19154	Cytosolic Fe-S cluster assembly factor NARFL
aug_v2a.10665	aug_v2a.10665	CnidCAP isoform 2 (Fragment)
aug_v2a.24027	aug_v2a.24027	Putative ubiquitin C variant 2
aug_v2a.06535	aug_v2a.06535	"Testis cDNA, clone: QtsA-17304, similar to human HBS1-like (S. cerevisiae) (HBS1L)"
aug_v2a.20322	aug_v2a.20322	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"
aug_v2a.01463	aug_v2a.01463	Uncharacterized protein
aug_v2a.22570	aug_v2a.22570	Uncharacterized protein
aug_v2a.23367	aug_v2a.23367	Histone acetyltransferase
aug_v2a.09033	aug_v2a.09033	Uncharacterized protein
aug_v2a.20762	aug_v2a.20762	XPA binding protein 2
aug_v2a.16379	aug_v2a.16379	Uncharacterized protein
aug_v2a.01957	aug_v2a.01957	Uncharacterized protein
aug_v2a.10062	aug_v2a.10062	Aspartyl aminopeptidase
aug_v2a.05376	aug_v2a.05376	Uncharacterized protein
aug_v2a.16470	aug_v2a.16470	Uncharacterized protein
aug_v2a.00181	aug_v2a.00181	Bcl-like protein
aug_v2a.19044	aug_v2a.19044	"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"
aug_v2a.02845	aug_v2a.02845	Uncharacterized protein (Fragment)
aug_v2a.08629	aug_v2a.08629	Uncharacterized protein (Fragment)
aug_v2a.04007	aug_v2a.04007	"Testis cDNA clone: QtsA-10301, similar to human hypothetical protein FLJ20097 (FLJ20097)"
aug_v2a.11669	aug_v2a.11669	Tubulin alpha (Fragment)
aug_v2a.05533	aug_v2a.05533	Uncharacterized protein
aug_v2a.11151	aug_v2a.11151	Uncharacterized protein
aug_v2a.16324	aug_v2a.16324	Voltage-dependent N-type calcium channel subunit alpha
aug_v2a.06566	cwc27	Peptidyl-prolyl cis-trans isomerase CWC27 homolog
aug_v2a.10079	Calm1	Calmodulin-1
aug_v2a.02199	papola	Poly(A) polymerase alpha
aug_v2a.10134	TUBB4A	Tubulin beta-4A chain (Fragment)
aug_v2a.11691	TUBB4A	Tubulin beta-4A chain (Fragment)
aug_v2a.21742	RPLP0	60S acidic ribosomal protein P0 (Fragment)
aug_v2a.13614	gstz1	LOC496168 protein
aug_v2a.10207	CLPB	"ClpB homolog, mitochondrial AAA ATPase chaperonin"
aug_v2a.08647	Pitrm1	Pitrilysin metallepetidase 1 (Predicted)
aug_v2a.13346	si:dkey-23p11.2	Si:dkey-23p11.2
aug_v2a.09742	PPP2R3C	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma (Fragment)
aug_v2a.23431	dus2	Dihydrouridine synthase 2
aug_v2a.09606	psme4	Uncharacterized protein
aug_v2a.10528	PPIP5K1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1
aug_v2a.05143	MAPK3	Mitogen-activated protein kinase
aug_v2a.16560	EDEM1	"alpha-1,2-Mannosidase"
aug_v2a.00060	nolc1	Nucleolar and coiled-body phosphoprotein 1
aug_v2a.11167	SRI	Sorcin
aug_v2a.10142	rnf181	Uncharacterized protein
aug_v2a.09908	Cwc22	CWC22 spliceosome-associated protein homolog
aug_v2a.19556	SMG8	Protein SMG8 (Fragment)
aug_v2a.24020	HAT1	Histone acetyltransferase type B catalytic subunit (Fragment)
aug_v2a.14528	TIGD4	Tigger transposable element-derived protein 4 (Fragment)
aug_v2a.15657	THAP9	THAP domain-containing protein 9 (Fragment)
aug_v2a.14880	BOLA1	BolA-like protein 1
aug_v2a.23249	CAM	Calmodulin (Fragment)
aug_v2a.11218	LMW-P9	Cuticular protein
aug_v2a.11309	CUBN	Cubilin
aug_v2a.13405	v1g95413	Hedgehog2 (Fragment)
aug_v2a.16790	cry2	Cryptochrome CRY2 (Fragment)
aug_v2a.14066	trypsin A	Trypsin-containing gene product A (Fragment)
aug_v2a.08085	AtTL-2	N-acetyl-D-galactosamine binding lectin
aug_v2a.10410	Cyto	Cytolysin
aug_v2a.14832	HaliA2M	Alpha-2-macroglobulin
aug_v2a.09739	HaliA2M	Alpha-2-macroglobulin
aug_v2a.19674	CTSO	Cathepsin O
aug_v2a.24317	HaliA2M	Alpha-2-macroglobulin
aug_v2a.24008	C3	Complement C3
aug_v2a.23406	HaliC3-2	Complement component C3 (Fragment)
aug_v2a.12855	vnd1	Ventral nervous system defective 1
aug_v2a.05443	cnox-2	Homeodomain protein cnox-2
aug_v2a.01412	antTbx1	Anthozoan specific T-box transcription factor 1 (Fragment)
aug_v2a.09188	PaxA	Transcription factor Pax-A
aug_v2a.15108	tcf	Tcf/Lef transcription factor
aug_v2a.10731	antSox1	Anthozoan specific Sox transcription factor 1
aug_v2a.05035	sp6-9	Sp6-9 transcription factor (Fragment)
aug_v2a.22514	znf845	Hydra_znf845-like transcription factor
aug_v2a.02346	prdm13	Prdm13 transcription factor
aug_v2a.15539	c-jun	C-Jun transcription factor
aug_v2a.12499	DM1	DM domain protein
aug_v2a.03428	prdm6a	Prdm6a transcription factor (Fragment)
aug_v2a.12852	vnd3	Ventral nervous system defective 3
aug_v2a.00575	PaxD	Transcription factor PaxD
aug_v2a.21631	msx3	Muscle segment homeobox 3
aug_v2a.12854	vnd2	Ventral nervous system defective 2
aug_v2a.16814	peridot	Basic helix-loop-helix protein Adi-peridot
aug_v2a.22411	Esf1	Esf1 protein
aug_v2a.11136	FCF1	rRNA-processing protein FCF1 homolog
aug_v2a.23007	UTP14A	U3 small nucleolar RNA-associated protein 14 homolog A
aug_v2a.11963	snail	Zinc finger transcription factor
aug_v2a.20687	brachyury	Brachyury transcription factor
aug_v2a.15075	ass	TMP
aug_v2a.03765	SOCS-3	Suppressor of cytokine signaling 3
aug_v2a.18858	cst14a.2	Zgc:56530
aug_v2a.19901	STIP1	Stress-induced-phosphoprotein 1
aug_v2a.11886	ADRM1	Proteasomal ubiquitin receptor ADRM1
aug_v2a.06953	PAPOLG	Poly(A) polymerase gamma (Fragment)
aug_v2a.04319	TIR1	TIR1
aug_v2a.15876	TIR1	TIR1
aug_v2a.15181	PRKCD	Protein kinase C (Fragment)
aug_v2a.04795	FADD	FAS associated death domain protein
aug_v2a.14106	Prx4	Peroxiredoxin 4 variant
aug_v2a.10496	gpx1	Glutathione peroxidase
aug_v2a.11680	LGfact	Actin
aug_v2a.16779	DIC-2	DIC-2
aug_v2a.08986	At-Delta	Delta-like protein
aug_v2a.03279	eya	Eyes absent homolog (Fragment)
aug_v2a.03104	mef2	Mef2 transcription factor
aug_v2a.02038	Cu	Superoxide dismutase [Cu-Zn]
aug_v2a.15424	Hsp2	Small heat shock protein
aug_v2a.23235	GFM1	"Elongation factor G, mitochondrial"
aug_v2a.06242	GFM1	"Elongation factor G, mitochondrial"
aug_v2a.02780	cry1	Cryptochrome CRY1
aug_v2a.01897	MRPS5	"28S ribosomal protein S5,mitochondrial (Fragment)"
aug_v2a.08099	ATPB	"ATP synthase subunit beta, mitochondrial"
aug_v2a.17042	MTCPA	cx9C motif-containing protein 4
aug_v2a.16264	atp1a	Sodium potassium ATPase alpha subunit (Fragment)
aug_v2a.01137	ELOVL4	Elongation of very long chain fatty acids protein 4
aug_v2a.07348	AtSym-01	Putative sulfate transporter of the SLC26A11 family
aug_v2a.14013	TMEM43	Transmembrane protein 43
aug_v2a.18332	HPD	4-hydroxyphenylpyruvate dioxygenase
aug_v2a.24096	SEC31A	Protein transport protein Sec31A
aug_v2a.00358	TIR1	TIR1
aug_v2a.18624	TIR1	TIR1
aug_v2a.11406	TIR1	TIR1
aug_v2a.02686	TIR1	TIR1
aug_v2a.19907	hsp90	Heat shock protein 90
aug_v2a.09956	PCNA	Proliferating cell nuclear antigen
aug_v2a.07223	TSGA14	Centrosomal protein of 41 kDa
aug_v2a.18569	VPS54	Vacuolar protein sorting-associated protein 54 (Fragment)
aug_v2a.11313	CA11	Alpha carbonic anhydrase 11
aug_v2a.23822	GIMA7	GTPase IMAP family member 7
aug_v2a.18273	edl	Ets domain lacking
aug_v2a.13684	hlxB9	HlxB9/MNX
aug_v2a.22754	gnl3l	Gnl3l protein (Fragment)
aug_v2a.19049	TR	Thioredoxin reductase
aug_v2a.16105	PAPOLG	Poly(A) polymerase gamma (Fragment)
aug_v2a.04644	SeBP23	56kDa selenium binding protein
aug_v2a.15329	IQGAP1	Ras GTPase-activating-like protein IQGAP1
aug_v2a.03663	EfRac1	Small GTPase Rac protein 1
aug_v2a.05797	SLC4alpha	Anion exchange protein
aug_v2a.02296	SLC4epsilon	Solute carrier family 4 member epsilon
aug_v2a.23944	SBNO1	Protein strawberry notch homolog 1 (Fragment)
aug_v2a.21212	MWE	Fluorescent protein
aug_v2a.07056	M	Fluorescent protein
aug_v2a.20154	CYP74A	Cytochrome P450 74A
aug_v2a.20813	TLR	Toll-like receptor
aug_v2a.14728	TLR	Toll-like receptor
aug_v2a.24300	TLR	Toll-like receptor
aug_v2a.14729	TLR	Toll-like receptor
aug_v2a.00853	SART1	U4/U6.U5 tri-snRNP-associated protein 1 (Fragment)
aug_v2a.18855	Prkcd	Prkcd protein
aug_v2a.20158	TTC17	Tetratricopeptide repeat protein 17 (Fragment)
aug_v2a.02408	rpl27	60S ribosomal protein L15/L27
aug_v2a.03880	SelI	Selenoprotein I (Fragment)
aug_v2a.20772	KIAA1109	Uncharacterized protein KIAA1109 (Fragment)
aug_v2a.16309	dnajc19	DnaJ heat shock protein family (Hsp40) member C19
aug_v2a.12782	TIR1	TIR1
aug_v2a.02685	TIR1	TIR1
aug_v2a.16111	TIR1	TIR1
aug_v2a.07847	TIR1	TIR1
aug_v2a.02844	TMEM181	Transmembrane protein 181 (Fragment)
aug_v2a.03435	PAM-2	Peptidylglycine alpha-amidating monooxygenase 2
aug_v2a.00749	PAM-1	Peptidylglycine alpha-amidating monooxygenase 1
aug_v2a.16167	ERN2	Serine/threonine-protein kinase/endoribonuclease IRE2 (Fragment)
aug_v2a.01798	SLC26beta	Solute carrier family 26 member beta
aug_v2a.04793	SLC4gamma	Anion exchange protein
aug_v2a.08818	SLC4epsilon	Solute carrier family 4 member epsilon
aug_v2a.14949	SLC44A2	Choline transporter-like protein 2 (Fragment)
aug_v2a.08419	SLC26alpha	Solute carrier family 26 member 6
aug_v2a.01464	ShakR5	Potassium channel (Fragment)
aug_v2a.11677	SPSB3	SPRY domain-containing SOCS box protein 3
aug_v2a.15107	tcf	Tcf/Lef transcription factor
aug_v2a.23408	CP	Fluorescent protein
aug_v2a.00556	RPL35	60S ribosomal protein L35 (Fragment)
aug_v2a.22027	SelS	Selenoprotein S
aug_v2a.21587	Shak3	Potassium channel (Fragment)
aug_v2a.21720	SLC12A6	Solute carrier family 12 member 6
aug_v2a.13514	ShakR10	Potassium channel (Fragment)
aug_v2a.15943	LASP1	LIM and SH3 domain protein 1
aug_v2a.01408	C3	Complement C3
aug_v2a.01826	Exoc4	Uncharacterized protein
aug_v2a.02644	SLC30A9	Zinc transporter 9
aug_v2a.03056	LOC495482	LOC495482 protein (Fragment)
aug_v2a.09197	APAF-1	Apoptotic protease activating factor 1
aug_v2a.04130	APAF-1	Apoptotic protease activating factor 1
aug_v2a.07412	GBLP	Guanine Nucleotide-binding protein subunit beta-2-like 1
aug_v2a.23073	antSox2	Anthozoan specific Sox transcription factor 2
aug_v2a.11045	trypsin A	Trypsin-containing gene product A (Fragment)
aug_v2a.20425	SKP1	S-phase kinase-associated protein 1
aug_v2a.10712	Avt-lox	Lipoxygenase
aug_v2a.18308	QSOX1	Sulfhydryl oxidase
aug_v2a.04494	GNG7	Guanine nucleotide-binding protein subunit gamma
aug_v2a.12783	CSRP1	Cysteine and glycine-rich protein 1
aug_v2a.03800	xrcc1	Xrcc1-prov protein
aug_v2a.13920	XRCC1	DNA repair protein XRCC1
aug_v2a.11898	GSONMT00046561001	Uncharacterized protein
aug_v2a.00654	g.10785	Carbohydrate sulfotransferase
aug_v2a.23137	v1g192133	Polypeptide N-acetylgalactosaminyltransferase
aug_v2a.00762	v1g248175	Hexosyltransferase
aug_v2a.08425	v1g208403	Hexosyltransferase
aug_v2a.12316	v1g107726	Predicted protein
aug_v2a.13368	EMIHUDRAFT_65124	Ammonium transporter (Fragment)
aug_v2a.10010	v1g244165	General transcription factor IIH subunit 4
aug_v2a.22527	KP79_PYT17250	Structural maintenance of chromosomes protein
aug_v2a.06866	v1g191344	DNA helicase
aug_v2a.12465	v1g237165	DNA helicase
aug_v2a.03254	histone H2B-II	Histone H2B
aug_v2a.05721	BRAFLDRAFT_200512	Histone H2B
aug_v2a.18941	LOTGIDRAFT_118649	Histone-lysine N-methyltransferase (Fragment)
aug_v2a.03790	v1g122010	Sodium channel protein (Fragment)
aug_v2a.02576	v1g218262	Lipase
aug_v2a.14117	LOC106173017	cAMP-dependent protein kinase catalytic subunit isoform X10
aug_v2a.17193	v1g211253	Predicted protein
aug_v2a.21769	v1g193909	Predicted protein
aug_v2a.22450	v1g193909	Predicted protein
aug_v2a.19359	X798_01096	Peptidyl-prolyl cis-trans isomerase
aug_v2a.06215	v1g208279	Purple acid phosphatase
aug_v2a.08902	v1g235970	Predicted protein
aug_v2a.08903	v1g235970	Predicted protein
aug_v2a.03519	v1g172052	Predicted protein
aug_v2a.12617	L915_08505	Bifunctional dihydrofolate reductase-thymidylate synthase
aug_v2a.15308	HSP70	Heat shock protein 70
aug_v2a.12816	LOC106152690	pachytene checkpoint protein 2 homolog
aug_v2a.17984	v1g171977	Predicted protein
aug_v2a.00653	g.10785	Carbohydrate sulfotransferase
aug_v2a.12153	v1g185711	Purple acid phosphatase
aug_v2a.16953	v1g185711	Purple acid phosphatase
aug_v2a.07566	v1g210691	Purple acid phosphatase
aug_v2a.00083	v1g136508	Purple acid phosphatase (Fragment)
aug_v2a.00618	v1g227960	Predicted protein
aug_v2a.24480	v1g229711	Predicted protein
aug_v2a.16919	v1g106424	Phospholipase A(2) (Fragment)
aug_v2a.06497	v1g246390	Phospholipase A(2)
aug_v2a.14874	v1g106450	Phospholipase A(2) (Fragment)
aug_v2a.07728	AdiGdf5-like	Growth/differentiation factor 5-like protein
aug_v2a.08979	CLF_105936	Frizzled 5/8 protein
aug_v2a.16759	v1g218262	Lipase
aug_v2a.17819	v1g82002	Predicted protein (Fragment)
aug_v2a.01570	AdiNodal-related A	Nodal-related A protein
aug_v2a.02245	LOC106173358	Metalloendopeptidase
aug_v2a.13459	LOC106177183	collagen alpha-5(IV) chain-like
aug_v2a.03023	v1g26281	Predicted protein (Fragment)
aug_v2a.02299	AdiTgf4	Transforming growth factor 4 protein
aug_v2a.01025	4	Bone morphogenetic protein 2/4
aug_v2a.13607	v1g211618	Protein Wnt
aug_v2a.01147	v1g106241	Protein Wnt
aug_v2a.00989	TLL1	Metalloendopeptidase
aug_v2a.06153	AdiActivin 2	Activin 2 protein
aug_v2a.10675	AdiTgf3	Transforming growth factor 3 protein
aug_v2a.14210	v1g195794	Predicted protein
aug_v2a.03849	LOC101070117	"Ras homolog gene family, member Aa"
aug_v2a.05292	NECAME_11125	Protein kinase C
aug_v2a.19705	v1g91901	Predicted protein
aug_v2a.20757	L798_11200	TATA-box-binding protein
